id,store_name,domain,store_type,city,state,official_website,guessed_email,evidence_url,contact_form_url,product_fit,mx_status,manual_found_email,manual_email_source_url,manual_email_source_type,manual_decision,manual_note,manual_verified_by,manual_verified_at
116,Comics & Gaming Outpost,comicsgamingoutpost.com,comic / game store,Gainesville,VA,https://www.comicsgamingoutpost.com/,info@comicsgamingoutpost.com,https://www.comicsgamingoutpost.com/,,card_games,no_mx,,,,,,,
178,Common Interest,commoninterestdetroit.com,board game store,Detroit,MI,https://www.commoninterestdetroit.com/,info@commoninterestdetroit.com,https://www.commoninterestdetroit.com/,,card_games,no_mx,,,,,,,
232,CoolStuff Games,coolstuffinc.com,board game store,Maitland,FL,https://www.coolstuffinc.com/,info@coolstuffinc.com,https://www.coolstuffinc.com/,,card_games,no_mx,,,,,,,
160,Criminal Records,criminalrecordsatl.com,comic / game store,Atlanta,GA,https://www.criminalrecordsatl.com/,info@criminalrecordsatl.com,https://www.criminalrecordsatl.com/,,card_games,no_mx,,,,,,,
275,Crimson Dragon Games,crimsondragongames.com,board game store,Plano,TX,https://www.crimsondragongames.com/,info@crimsondragongames.com,https://www.crimsondragongames.com/,,card_games,no_mx,,,,,,,
239,Critical Hit Games,criticalhitaz.com,board game store,Mesa,AZ,https://www.criticalhitaz.com/,info@criticalhitaz.com,https://www.criticalhitaz.com/,,card_games,no_mx,,,,,,,
64,D & J Hobby & Toy,djhobbytoys.com,toy store / hobby shop,San Jose,CA,https://www.djhobbytoys.com/,info@djhobbytoys.com,https://www.djhobbytoys.com/,,both,no_mx,,,,,,,
164,D4 Seasons,d4seasons.com,board game store,New Orleans,LA,https://www.d4seasons.com/,info@d4seasons.com,https://www.d4seasons.com/,,card_games,no_mx,,,,,,,
228,Dallas Games Marathon,dallasgamesmarathon.com,board game store,Dallas,TX,https://www.dallasgamesmarathon.com/,info@dallasgamesmarathon.com,https://www.dallasgamesmarathon.com/,,card_games,no_mx,,,,,,,
169,Dice Cafe,dicecafestl.com,board game store / cafe,St. Louis,MO,https://www.dicecafestl.com/,info@dicecafestl.com,https://www.dicecafestl.com/,,card_games,no_mx,,,,,,,
260,Dice City Games,dicecitygames.com,board game store,Vancouver,WA,https://www.dicecitygames.com/,info@dicecitygames.com,https://www.dicecitygames.com/,,card_games,no_mx,,,,,,,
301,Diversions Puzzles & Games,diversionspuzzles.com,puzzle / game store,Providence,RI,https://www.diversionspuzzles.com/,info@diversionspuzzles.com,https://www.diversionspuzzles.com/,,both,no_mx,,,,,,,
227,Doc's Comics & Games,docscomics.com,comic / game store,Fort Worth,TX,https://www.docscomics.com/,info@docscomics.com,https://www.docscomics.com/,,card_games,no_mx,,,,,,,
124,Dr. No's Comics & Games,drnoscomics.com,comic / game store,Marietta,GA,https://www.drnoscomics.com/,info@drnoscomics.com,https://www.drnoscomics.com/,,card_games,no_mx,,,,,,,
280,Dragon's Keep Games,dragonskeepgames.com,board game store,Provo,UT,https://www.dragonskeepgames.com/,info@dragonskeepgames.com,https://www.dragonskeepgames.com/,,card_games,no_mx,,,,,,,
190,Eastern National / America's National Parks,eparks.com,national park gift shop,Multiple,Various,https://www.eparks.com/,customerservice@eparks.com,https://www.eparks.com/,,both,no_mx,,,,,,,
184,Eastside Gamers,eastsidegamers.com,board game store,Nashville,TN,https://www.eastsidegamers.com/,info@eastsidegamers.com,https://www.eastsidegamers.com/,,card_games,no_mx,,,,,,,
246,Element Toys,elementtoys.com,independent toy store,Brooklyn,NY,https://www.elementtoys.com/,info@elementtoys.com,https://www.elementtoys.com/,,both,no_mx,,,,,,,
96,Emerald Knights,emeraldknights.com,comic / game store,Burbank,CA,https://www.emeraldknights.com/,info@emeraldknights.com,https://www.emeraldknights.com/,,card_games,no_mx,,,,,,,
224,Enchanted Forest Toy Shoppe,enchantedforesttoyshoppe.com,independent toy store,Telluride,CO,https://www.enchantedforesttoyshoppe.com/,info@enchantedforesttoyshoppe.com,https://www.enchantedforesttoyshoppe.com/,,both,no_mx,,,,,,,
179,Eternal Games,eternalgames.com,board game store,Warren,MI,https://www.eternalgames.com/,info@eternalgames.com,https://www.eternalgames.com/,,card_games,no_mx,,,,,,,
303,Eureka! Puzzle Shop,eurekapuzzleshop.com,puzzle store,Burlington,VT,https://www.eurekapuzzleshop.com/,info@eurekapuzzleshop.com,https://www.eurekapuzzleshop.com/,,both,no_mx,,,,,,,
262,Event Horizon Games,eventhz.com,board game store,Raleigh,NC,https://www.eventhz.com/,info@eventhz.com,https://www.eventhz.com/,,card_games,no_mx,,,,,,,
255,Evolution Games,evolutiongamesmi.com,board game store,Lansing,MI,https://www.evolutiongamesmi.com/,info@evolutiongamesmi.com,https://www.evolutiongamesmi.com/,,card_games,no_mx,,,,,,,
168,Fantasy Shop,fantasyshoponline.com,comic / game store,St. Louis,MO,https://www.fantasyshoponline.com/,info@fantasyshoponline.com,https://www.fantasyshoponline.com/,,card_games,no_mx,,,,,,,
222,Finnegan's Toys & Gifts,finneganstoys.com,independent toy store,Portland,OR,https://www.finnegans toys.com/,info@finneganstoys.com,https://www.finnegans toys.com/,,both,no_mx,,,,,,,
211,First Aid Comics,firstaidcomics.com,comic / game store,Chicago,IL,https://www.firstaidcomics.com/,info@firstaidcomics.com,https://www.firstaidcomics.com/,,card_games,no_mx,,,,,,,
195,Forbidden Planet NYC,forbiddenplanetnyc.com,comic / game store,New York,NY,https://www.forbiddenplanetnyc.com/,info@forbiddenplanetnyc.com,https://www.forbiddenplanetnyc.com/,,card_games,no_mx,,,,,,,
137,Fun4All Gaming Lounge,fun4allgr.com,board game store / lounge,Grand Rapids,MI,https://www.fun4allgr.com/,info@fun4allgr.com,https://www.fun4allgr.com/,,card_games,no_mx,,,,,,,
288,Funagain Games,funagain.com,board game store,Ashland,OR,https://www.funagain.com/,info@funagain.com,https://www.funagain.com/,,card_games,no_mx,,,,,,,
212,G-Mart Comics,gmartcomics.com,comic / game store,Chicago,IL,https://www.gmartcomics.com/,info@gmartcomics.com,https://www.gmartcomics.com/,,card_games,no_mx,,,,,,,
99,Game Cafe,gamecafepaloalto.com,board game store,Palo Alto,CA,https://www.gamecafepaloalto.com/,info@gamecafepaloalto.com,https://www.gamecafepaloalto.com/,,card_games,no_mx,,,,,,,
142,Game Depot,gamedepotaz.com,board game store,Tempe,AZ,https://www.gamedepotaz.com/,info@gamedepotaz.com,https://www.gamedepotaz.com/,,card_games,no_mx,,,,,,,
180,Game Forge,gameforgelv.com,board game store,Las Vegas,NV,https://www.gameforgelv.com/,info@gameforgelv.com,https://www.gameforgelv.com/,,card_games,no_mx,,,,,,,
297,Game Galaxy,gamegalaxysa.com,board game store,San Antonio,TX,https://www.gamegalaxysa.com/,info@gamegalaxysa.com,https://www.gamegalaxysa.com/,,card_games,no_mx,,,,,,,
148,Game Grid,gamegridutah.com,board game store,Salt Lake City,UT,https://www.gamegridutah.com/,info@gamegridutah.com,https://www.gamegridutah.com/,,card_games,no_mx,,,,,,,
95,Game Haus,gamehausglendale.com,board game store,Glendale,CA,https://www.gamehausglendale.com/,info@gamehausglendale.com,https://www.gamehausglendale.com/,,card_games,no_mx,,,,,,,
145,Game Haven,gamehavenutah.com,board game store,Salt Lake City,UT,https://www.gamehavenutah.com/,info@gamehavenutah.com,https://www.gamehavenutah.com/,,card_games,no_mx,,,,,,,
183,Game Lair,gamelairnashville.com,board game store,Nashville,TN,https://www.gamelairnashville.com/,info@gamelairnashville.com,https://www.gamelairnashville.com/,,card_games,no_mx,,,,,,,
113,Game Masters,gamemasterspgh.com,board game store,Pittsburgh,PA,https://www.gamemasterspgh.com/,info@gamemasterspgh.com,https://www.gamemasterspgh.com/,,card_games,no_mx,,,,,,,
98,Game Parlour,gameparloursf.com,board game store,San Francisco,CA,https://www.gameparloursf.com/,hello@gameparloursf.com,https://www.gameparloursf.com/,,card_games,no_mx,,,,,,,
135,Game Universe,gameuniverse.com,board game store,Milwaukee,WI,https://www.gameuniverse.com/,info@gameuniverse.com,https://www.gameuniverse.com/,,card_games,no_mx,,,,,,,
175,Gameday,gamedaymiami.com,board game store,Miami,FL,https://www.gamedaymiami.com/,info@gamedaymiami.com,https://www.gamedaymiami.com/,,card_games,no_mx,,,,,,,
278,Gameology & More,gameologysd.com,board game store,San Diego,CA,https://www.gameologysd.com/,info@gameologysd.com,https://www.gameologysd.com/,,card_games,no_mx,,,,,,,
202,Gameology Pasadena,gameologypasadena.com,board game store,Pasadena,CA,https://www.gameologypasadena.com/,info@gameologypasadena.com,https://www.gameologypasadena.com/,,card_games,no_mx,,,,,,,
120,Gamers Geek and Tavern,gamersgeekandtavern.com,board game store / tavern,Raleigh,NC,https://www.gamersgeekandtavern.com/,info@gamersgeekandtavern.com,https://www.gamersgeekandtavern.com/,,card_games,no_mx,,,,,,,
257,Gamers HQ,gamershq.com,board game store,Kalamazoo,MI,https://www.gamershq.com/,info@gamershq.com,https://www.gamershq.com/,,card_games,no_mx,,,,,,,
286,Games & Gizmos,gamesngizmos.com,board game store,Redmond,WA,https://www.gamesngizmos.com/,info@gamesngizmos.com,https://www.gamesngizmos.com/,,card_games,no_mx,,,,,,,
213,Games Plus,games-plus.com,board game store,Mt Prospect,IL,https://www.games-plus.com/,info@games-plus.com,https://www.games-plus.com/,,card_games,no_mx,,,,,,,
244,Gamestoria,gamestorianyc.com,board game store,New York,NY,https://www.gamestorianyc.com/,info@gamestorianyc.com,https://www.gamestorianyc.com/,,card_games,no_mx,,,,,,,
130,Gamezone,gamezonesd.com,board game store,San Diego,CA,https://www.gamezonesd.com/,info@gamezonesd.com,https://www.gamezonesd.com/,,card_games,no_mx,,,,,,,
84,Generation X Comics,genxcomics.com,comic / game store,Bedford,TX,https://www.genxcomics.com/,info@genxcomics.com,https://www.genxcomics.com/,,card_games,no_mx,,,,,,,
162,Giga-Bites Cafe,gigabitescafe.com,board game store / cafe,Marietta,GA,https://www.gigabitescafe.com/,info@gigabitescafe.com,https://www.gigabitescafe.com/,,card_games,no_mx,,,,,,,
302,Go Toys & Games,gotoysgames.com,independent toy store,Manchester,VT,https://www.gotoysgames.com/,info@gotoysgames.com,https://www.gotoysgames.com/,,both,no_mx,,,,,,,
256,Gold Rush Games,goldrushgames.com,board game store,Farmington Hills,MI,https://www.goldrushgames.com/,info@goldrushgames.com,https://www.goldrushgames.com/,,card_games,no_mx,,,,,,,
215,Graham Crackers Comics,grahamcrackers.com,comic / game store,Naperville,IL,https://www.grahamcrackers.com/,info@grahamcrackers.com,https://www.grahamcrackers.com/,,card_games,no_mx,,,,,,,
138,Grand Lantern Games,grandlanterngames.com,board game store,Grand Rapids,MI,https://www.grandlanterngames.com/,info@grandlanterngames.com,https://www.grandlanterngames.com/,,card_games,no_mx,,,,,,,
17,Great Escape Adventures,GreatEscapeAdventures.net,board game / hobby store,Ithaca,NY,https://greatescapeadventures.net/,SALES@GreatEscapeAdventures.net,https://greatescapeadventures.net/,,card_games,no_mx,,,,,,,
241,Heavy Dice Games,heavydicegames.com,board game store,Provo,UT,https://www.heavydicegames.com/,info@heavydicegames.com,https://www.heavydicegames.com/,,card_games,no_mx,,,,,,,
152,Heroes Collectables,heroescollectables.com,comic / game store,Houston,TX,https://www.heroescollectables.com/,info@heroescollectables.com,https://www.heroescollectables.com/,,card_games,no_mx,,,,,,,
97,HiDeHo Comics & Games,hidehocomics.com,comic / game store,Santa Monica,CA,https://www.hidehocomics.com/,info@hidehocomics.com,https://www.hidehocomics.com/,,card_games,no_mx,,,,,,,
253,Hobby Bunker Games,hobbybunker.com,board game / hobby store,Malden,MA,https://www.hobbybunker.com/,info@hobbybunker.com,https://www.hobbybunker.com/,,card_games,no_mx,,,,,,,
147,Hobby Hobbies,blickhobbies.com,toy / hobby store,Salt Lake City,UT,https://www.blickhobbies.com/,info@blickhobbies.com,https://www.blickhobbies.com/,,both,no_mx,,,,,,,
296,Humble Hobby,humblehobby.com,toy / hobby store,Denver,CO,https://www.humblehobby.com/,info@humblehobby.com,https://www.humblehobby.com/,,both,no_mx,,,,,,,
22,I'm Board! Games & Family Fun,imboardgames.com,board game store,Madison,WI,https://imboardgames.com/,info@imboardgames.com,https://legacy.fabtcg.com/en/locator/im-board-games-family-fun/,https://imboardgames.com/?page_id=7120,both,no_mx,,,,,,,
141,Imperial Outpost Games,imperialoutpostgames.com,board game store,Phoenix,AZ,https://www.imperialoutpostgames.com/,info@imperialoutpostgames.com,https://www.imperialoutpostgames.com/,,card_games,no_mx,,,,,,,
206,Itsy Bitsy,itsybitsysf.com,independent toy store,San Francisco,CA,https://www.itsybitsysf.com/,info@itsybitsysf.com,https://www.itsybitsysf.com/,,both,no_mx,,,,,,,
103,JP Comics & Games,jpcomics.com,comic / game store,Jamaica Plain,MA,https://www.jpcomics.com/,info@jpcomics.com,https://www.jpcomics.com/,,card_games,no_mx,,,,,,,
250,JP Puzzles,jppuzzles.com,puzzle store,Jamaica Plain,MA,https://www.jppuzzles.com/,info@jppuzzles.com,https://www.jppuzzles.com/,,puzzles,no_mx,,,,,,,
265,Joystick Gamebar,joystickgamebar.com,board game store / bar,Atlanta,GA,https://www.joystickgamebar.com/,info@joystickgamebar.com,https://www.joystickgamebar.com/,,card_games,no_mx,,,,,,,
94,Kidding Around,kiddingaroundtoys.com,independent toy store,New York,NY,https://www.kiddingaroundtoys.com/,info@kiddingaroundtoys.com,https://www.kiddingaroundtoys.com/,,both,no_mx,,,,,,,
114,Labyrinth Game Shop,labyrinthgameshop.com,board game store,Washington,DC,https://www.labyrinthgameshop.com/,info@labyrinthgameshop.com,https://www.labyrinthgameshop.com/,,card_games,no_mx,,,,,,,
254,Lake Geneva Games,lakegenevagames.com,board game store,Lake Geneva,WI,https://www.lakegenevagames.com/,info@lakegenevagames.com,https://www.lakegenevagames.com/,,card_games,no_mx,,,,,,,
173,Lakeshore Learning Store,lakeshorelearning.com,educational toy store,Rockville,MD,https://www.lakeshorelearning.com/,service@lakeshorelearning.com,https://www.lakeshorelearning.com/,,both,no_mx,,,,,,,
150,Learning Tree Toys,learningtreetoys.com,independent toy store,Prairie Village,KS,https://learningtreetoys.com/,info@learningtreetoys.com,https://learningtreetoys.com/,,both,no_mx,,,,,,,
110,Levels Up Games,levelsuggames.com,board game store,Roseville,MN,https://www.levelsuggames.com/,info@levelsuggames.com,https://www.levelsuggames.com/,,card_games,no_mx,,,,,,,
277,Little Apple Toys,littleappletoys.com,independent toy store,Austin,TX,https://www.littleappletoys.com/,info@littleappletoys.com,https://www.littleappletoys.com/,,both,no_mx,,,,,,,
126,Little Shop of Stories,littleshopofstories.com,bookstore / gift shop,Decatur,GA,https://www.littleshopofstories.com/,info@littleshopofstories.com,https://www.littleshopofstories.com/,,both,no_mx,,,,,,,
200,Little Things Toy Store,littlethingsbrooklyn.com,independent toy store,Brooklyn,NY,https://www.littlethingsbrooklyn.com/,info@littlethingsbrooklyn.com,https://www.littlethingsbrooklyn.com/,,both,no_mx,,,,,,,
85,Lone Star Comics,lonestarcomics.com,comic / game store,Arlington,TX,https://www.lonestarcomics.com/,info@lonestarcomics.com,https://www.lonestarcomics.com/,,card_games,no_mx,,,,,,,
182,Maximum Comics,maximumcomics.com,comic / game store,Las Vegas,NV,https://www.maximumcomics.com/,info@maximumcomics.com,https://www.maximumcomics.com/,,card_games,no_mx,,,,,,,
204,Mega Toys,megatoysla.com,independent toy store,Santa Monica,CA,https://www.megatoysla.com/,info@megatoysla.com,https://www.megatoysla.com/,,both,no_mx,,,,,,,
238,Miami Geek Out!,miamigeekout.com,board game store,Miami,FL,https://www.miamigeekout.com/,info@miamigeekout.com,https://www.miamigeekout.com/,,card_games,no_mx,,,,,,,
196,Midtown Comics,midtowncomics.com,comic / game store,New York,NY,https://www.midtowncomics.com/,info@midtowncomics.com,https://www.midtowncomics.com/,,card_games,no_mx,,,,,,,
185,MoMA Design Store,momastore.org,museum gift shop,New York,NY,https://www.momastore.org/,customerservice@momastore.org,https://www.momastore.org/,,both,no_mx,,,,,,,
188,Museum of Science & Industry Gift Shop,msichicago.org,museum gift shop,Chicago,IL,https://www.msichicago.org/,giftshop@msichicago.org,https://www.msichicago.org/,,both,no_mx,,,,,,,
123,My Parent's Basement,myparentsbasement.com,board game store / bar,Avondale Estates,GA,https://www.myparentsbasement.com/,info@myparentsbasement.com,https://www.myparentsbasement.com/,,card_games,no_mx,,,,,,,
107,Nan's Nook Hobby & Toy,nansnook.com,toy store / hobby shop,Austin,TX,https://www.nansnook.com/,info@nansnook.com,https://www.nansnook.com/,,both,no_mx,,,,,,,
236,Nerdy Needs,nerdyneeds.com,board game store,Tampa,FL,https://www.nerdyneeds.com/,info@nerdyneeds.com,https://www.nerdyneeds.com/,,card_games,no_mx,,,,,,,
252,New England Comics,newenglandcomics.com,comic / game store,Cambridge,MA,https://www.newenglandcomics.com/,info@newenglandcomics.com,https://www.newenglandcomics.com/,,card_games,no_mx,,,,,,,
245,New York Puzzle Company Store,nystylepuzzles.com,puzzle store,New York,NY,https://www.nystylepuzzles.com/,info@nystylepuzzles.com,https://www.nystylepuzzles.com/,,puzzles,no_mx,,,,,,,
128,Next Level Games,nextlevelgamesnashville.com,board game store,Nashville,TN,https://www.nextlevelgamesnashville.com/,staff@nextlevelgamesnashville.com,https://www.nextlevelgamesnashville.com/,,card_games,no_mx,,,,,,,
209,Noble Thought Games,noblethoughtgames.com,board game store,San Jose,CA,https://www.noblethoughtgames.com/,info@noblethoughtgames.com,https://www.noblethoughtgames.com/,,card_games,no_mx,,,,,,,
146,Oasis Games,oasisgamesutah.com,board game store,Salt Lake City,UT,https://www.oasisgamesutah.com/,info@oasisgamesutah.com,https://www.oasisgamesutah.com/,,card_games,no_mx,,,,,,,
161,Oxford Comics & Games,oxfordcomics.com,comic / game store,Atlanta,GA,https://www.oxfordcomics.com/,info@oxfordcomics.com,https://www.oxfordcomics.com/,,card_games,no_mx,,,,,,,
270,Painted Yahtzee Gaming,paintedyahzee.com,board game store,Orlando,FL,https://www.paintedyahzee.com/,info@paintedyahzee.com,https://www.paintedyahzee.com/,,card_games,no_mx,,,,,,,
249,Paper Ships,paperships.com,toy / gift store,Los Angeles,CA,https://www.paperships.com/,hello@paperships.com,https://www.paperships.com/,,both,no_mx,,,,,,,
149,Park City Toy Lending Library,parkcitytoylibrary.com,toy store / gift shop,Park City,UT,https://www.parkcitytoylibrary.com/,info@parkcitytoylibrary.com,https://www.parkcitytoylibrary.com/,,both,no_mx,,,,,,,
284,Patina - Gifts & Toys,patinamn.com,gift / toy store,Minneapolis,MN,https://www.patinamn.com/,info@patinamn.com,https://www.patinamn.com/,,both,no_mx,,,,,,,
291,Peekaboo Toys,peekabootoyspdx.com,independent toy store,Portland,OR,https://www.peekabootoyspdx.com/,info@peekabootoyspdx.com,https://www.peekabootoyspdx.com/,,both,no_mx,,,,,,,
133,Pegasus Games,pegasusgames.com,board game store,Madison,WI,https://www.pegasusgames.com/,info@pegasusgames.com,https://www.pegasusgames.com/,,card_games,no_mx,,,,,,,
112,Phantom of the Attic,phantomoftheattic.com,comic / game store,Pittsburgh,PA,https://www.phantomoftheattic.com/,info@phantomoftheattic.com,https://www.phantomoftheattic.com/,,card_games,no_mx,,,,,,,
78,Phoenix Comics & Games,phoenixseattle.com,comic / game store,Seattle,WA,https://www.phoenixseattle.com/,info@phoenixseattle.com,https://www.phoenixseattle.com/,,card_games,no_mx,,,,,,,
100,Phoenix Comics & Games,phoenixcomicsseattle.com,comic / game store,Seattle,WA,https://www.phoenixcomicsseattle.com/,info@phoenixcomicsseattle.com,https://www.phoenixcomicsseattle.com/,,card_games,no_mx,,,,,,,
210,Play Games San Jose,playgamessj.com,board game store,San Jose,CA,https://www.playgamessj.com/,info@playgamessj.com,https://www.playgamessj.com/,,card_games,no_mx,,,,,,,
194,Politics and Prose,politics-prose.com,bookstore gift section,Washington,DC,https://www.politics-prose.com/,info@politics-prose.com,https://www.politics-prose.com/,,both,no_mx,,,,,,,
192,Powell's Books,powells.com,bookstore gift section,Portland,OR,https://www.powells.com/,vendor@powells.com,https://www.powells.com/,,both,no_mx,,,,,,,
60,Pulp Fiction Comics & Games,pulpfictioncomics.com,comic / game store,Culver City,CA,https://www.pulpfictioncomics.com/,info@pulpfictioncomics.com,https://www.pulpfictioncomics.com/,,card_games,no_mx,,,,,,,
295,Puzzles Plus,puzzlesplusnashville.com,puzzle store,Nashville,TN,https://www.puzzlesplusnashville.com/,info@puzzlesplusnashville.com,https://www.puzzlesplusnashville.com/,,both,no_mx,,,,,,,
139,RIW Hobbies & Games,riwhobbies.com,toy / game / hobby store,Livonia,MI,https://www.riwhobbies.com/,info@riwhobbies.com,https://www.riwhobbies.com/,,both,no_mx,,,,,,,
111,Red Caps Corner,redcapscorner.com,board game store,Philadelphia,PA,https://www.redcapscorner.com/,info@redcapscorner.com,https://www.redcapscorner.com/,,card_games,no_mx,,,,,,,
88,Red Castle Games,redcastlegames.com,board game store,Portland,OR,https://www.redcastlegames.com/,staff@redcastlegames.com,https://www.redcastlegames.com/,,card_games,no_mx,,,,,,,
140,Samurai Comics & Games,samuraicomics.com,comic / game store,Phoenix,AZ,https://www.samuraicomics.com/,info@samuraicomics.com,https://www.samuraicomics.com/,,card_games,no_mx,,,,,,,
233,Sci-Fi City Games,scificitygames.com,board game store,Orlando,FL,https://www.scificitygames.com/,info@scificitygames.com,https://www.scificitygames.com/,,card_games,no_mx,,,,,,,
144,Scottsdale Toy Company,scottsdaletoyco.com,independent toy store,Scottsdale,AZ,https://www.scottsdaletoyco.com/,info@scottsdaletoyco.com,https://www.scottsdaletoyco.com/,,both,no_mx,,,,,,,
181,Shall We Game,shallwegamelv.com,board game store,Las Vegas,NV,https://www.shallwegamelv.com/,info@shallwegamelv.com,https://www.shallwegamelv.com/,,card_games,no_mx,,,,,,,
132,Shuffle & Cut,shuffleandcut.com,board game store,Orange,CA,https://www.shuffleandcut.com/,info@shuffleandcut.com,https://www.shuffleandcut.com/,,card_games,no_mx,,,,,,,
198,Silly Good Fun,sillygoodfun.com,independent toy store,Brooklyn,NY,https://www.sillygoodfun.com/,hello@sillygoodfun.com,https://www.sillygoodfun.com/,,both,no_mx,,,,,,,
248,SoCal Games & Comics,socalgamescomics.com,comic / game store,Tustin,CA,https://www.socalgamescomics.com/,info@socalgamescomics.com,https://www.socalgamescomics.com/,,card_games,no_mx,,,,,,,
155,Space Cadets Collection Station,spacecadets.com,board game store,Houston,TX,https://www.spacecadets.com/,info@spacecadets.com,https://www.spacecadets.com/,,card_games,no_mx,,,,,,,
170,Stomping Grounds,stompinggroundsphl.com,board game store / cafe,Philadelphia,PA,https://www.stompinggroundsphl.com/,info@stompinggroundsphl.com,https://www.stompinggroundsphl.com/,,card_games,no_mx,,,,,,,
294,Storyville Toys,storyvilletoys.com,independent toy store,Arlington,VA,https://www.storyvilletoys.com/,info@storyvilletoys.com,https://www.storyvilletoys.com/,,both,no_mx,,,,,,,
131,TC's Rockets,tcsrockets.com,collectible / game store,San Diego,CA,https://www.tcsrockets.com/,info@tcsrockets.com,https://www.tcsrockets.com/,,card_games,no_mx,,,,,,,
167,Tabletop Game Cafe,tabletopkc.com,board game store / cafe,Kansas City,MO,https://www.tabletopkc.com/,info@tabletopkc.com,https://www.tabletopkc.com/,,card_games,no_mx,,,,,,,
258,Tacoma Games,tacomagames.com,board game store,Tacoma,WA,https://www.tacomagames.com/,info@tacomagames.com,https://www.tacomagames.com/,,card_games,no_mx,,,,,,,
80,Terra Toys,terratoysaustin.com,independent toy store,Austin,TX,https://www.terratoysaustin.com/,info@terratoysaustin.com,https://www.terratoysaustin.com/,,both,no_mx,,,,,,,
